is_BYB	 link
True	https://lakecity.craigslist.org/zip/d/lake-city-blue-nose-pit-bull-for-good/7663576269.html
True	https://lakecity.craigslist.org/zip/d/lake-city-blue-nose-pit-bull-for-good/7663576269.html
False	https://mobile.craigslist.org/grd/d/saraland-yr-old-ukc-pit-bull/7653638843.html
False	https://mobile.craigslist.org/grd/d/saraland-yr-old-ukc-pit-bull/7653638843.html
True	https://macon.craigslist.org/for/d/jeffersonville-pit-bull-bully-pups/7662210686.html
True	https://macon.craigslist.org/for/d/jeffersonville-pit-bull-bully-pups/7662210686.html
False	https://athensga.craigslist.org/grd/d/bethlehem-pit-bull-puppies/7653332012.html
False	https://athensga.craigslist.org/grd/d/bethlehem-pit-bull-puppies/7653332012.html
False	https://pensacola.craigslist.org/grd/d/pensacola-ukc-pit-bull-need-new-home/7656308463.html
False	https://pensacola.craigslist.org/grd/d/pensacola-ukc-pit-bull-need-new-home/7656308463.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-red-nose-pit-bull/7660782713.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-red-nose-pit-bull/7660782713.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-pit-bulls/7658731809.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-pit-bulls/7658731809.html
True	https://atlanta.craigslist.org/eat/wan/d/stone-mountain-pit-bull-for-sale/7658255940.html
True	https://atlanta.craigslist.org/eat/wan/d/stone-mountain-pit-bull-for-sale/7658255940.html
False	https://greenville.craigslist.org/spo/d/townville-pit-bull-puppies/7650082470.html
False	https://greenville.craigslist.org/spo/d/townville-pit-bull-puppies/7650082470.html
True	https://dothan.craigslist.org/for/d/dothan-red-and-blue-nose-pit-bull-mix/7656740335.html
True	https://dothan.craigslist.org/for/d/dothan-red-and-blue-nose-pit-bull-mix/7656740335.html
True	https://atlanta.craigslist.org/atl/for/d/lawrenceville-pitbull/7664625522.html
True	https://atlanta.craigslist.org/atl/for/d/lawrenceville-pitbull/7664625522.html
False	https://columbia.craigslist.org/for/d/swansea-german-shepard-an-pitbull-mix/7664570532.html
False	https://columbia.craigslist.org/for/d/swansea-german-shepard-an-pitbull-mix/7664570532.html
True	https://gadsden.craigslist.org/for/d/lincoln-bully/7664569149.html
True	https://gadsden.craigslist.org/for/d/lincoln-bully/7664569149.html
False	https://ocala.craigslist.org/for/d/dunnellon-month-pitbull-cage/7660893586.html
False	https://ocala.craigslist.org/for/d/dunnellon-month-pitbull-cage/7660893586.html
True	https://atlanta.craigslist.org/nat/grd/d/lula-american-bullies/7664532105.html
True	https://atlanta.craigslist.org/nat/grd/d/lula-american-bullies/7664532105.html
True	https://daytona.craigslist.org/for/d/daytona-beach-pitbull-puppies-for-sale/7664493168.html
True	https://daytona.craigslist.org/for/d/daytona-beach-pitbull-puppies-for-sale/7664493168.html
True	https://jacksonville.craigslist.org/for/d/jacksonville-pitbull-puppies/7664474748.html
True	https://jacksonville.craigslist.org/for/d/jacksonville-pitbull-puppies/7664474748.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-pit-bull/7656425900.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-pit-bull/7656425900.html
True	https://atlanta.craigslist.org/nat/for/d/grayson-pitbull-puppy/7664308764.html
True	https://atlanta.craigslist.org/nat/for/d/grayson-pitbull-puppy/7664308764.html
True	https://atlanta.craigslist.org/sat/grd/d/hampton-bullies/7664277418.html
True	https://atlanta.craigslist.org/sat/grd/d/hampton-bullies/7664277418.html
True	https://panamacity.craigslist.org/for/d/bonifay-male-pitbull-dog/7664261724.html
True	https://panamacity.craigslist.org/for/d/bonifay-male-pitbull-dog/7664261724.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull/7664199083.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull/7664199083.html
True	https://atlanta.craigslist.org/wat/for/d/atlanta-full-breed-pitbull-bully-daisy/7664179184.html
True	https://atlanta.craigslist.org/wat/for/d/atlanta-full-breed-pitbull-bully-daisy/7664179184.html
True	https://lexington.craigslist.org/for/d/lexington-male-pitbull-terriers-for-sale/7664050838.html
True	https://lexington.craigslist.org/for/d/lexington-male-pitbull-terriers-for-sale/7664050838.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-american-bully-pitbull-taking/7663985766.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-american-bully-pitbull-taking/7663985766.html
True	https://jacksonville.craigslist.org/grd/d/jacksonville-two-pretty-bullies/7663787418.html
True	https://jacksonville.craigslist.org/grd/d/jacksonville-two-pretty-bullies/7663787418.html
False	https://atlanta.craigslist.org/sat/for/d/jonesboro-pitbull-puppies/7663584692.html
False	https://atlanta.craigslist.org/sat/for/d/jonesboro-pitbull-puppies/7663584692.html
True	https://atlanta.craigslist.org/wat/wan/d/franklin-pitbull-puppies/7663576436.html
True	https://atlanta.craigslist.org/wat/wan/d/franklin-pitbull-puppies/7663576436.html
True	https://columbia.craigslist.org/grd/d/pelion-pit-bulls/7655939038.html
True	https://columbia.craigslist.org/grd/d/pelion-pit-bulls/7655939038.html
True	https://atlanta.craigslist.org/eat/for/d/porterdale-exotic-micro-bullies/7663252795.html
True	https://atlanta.craigslist.org/eat/for/d/porterdale-exotic-micro-bullies/7663252795.html
True	https://atlanta.craigslist.org/atl/for/d/ocala-pocket-bullies/7663204181.html
True	https://atlanta.craigslist.org/atl/for/d/ocala-pocket-bullies/7663204181.html
True	https://atlanta.craigslist.org/atl/for/d/rex-dog-for-sale-bella/7655773273.html
True	https://atlanta.craigslist.org/atl/for/d/rex-dog-for-sale-bella/7655773273.html
True	https://ocala.craigslist.org/for/d/ocala-pocket-bullies/7663202540.html
True	https://ocala.craigslist.org/for/d/ocala-pocket-bullies/7663202540.html
True	https://ocala.craigslist.org/for/d/ocala-pocket-bullies-for-sale/7663186673.html
True	https://ocala.craigslist.org/for/d/ocala-pocket-bullies-for-sale/7663186673.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7663160475.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7663160475.html
False	https://gainesville.craigslist.org/grd/d/interlachen-pitbull-american-bulldog/7663150289.html
False	https://gainesville.craigslist.org/grd/d/interlachen-pitbull-american-bulldog/7663150289.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-bullies-clean-exotic-bullies/7663121152.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-bullies-clean-exotic-bullies/7663121152.html
True	https://atlanta.craigslist.org/atl/for/d/covington-bullies/7663121407.html
True	https://atlanta.craigslist.org/atl/for/d/covington-bullies/7663121407.html
True	https://augusta.craigslist.org/grd/d/girard-abkc-american-bullies/7663098059.html
True	https://augusta.craigslist.org/grd/d/girard-abkc-american-bullies/7663098059.html
False	https://columbia.craigslist.org/grd/d/swansea-german-shepard-an-pitbull-mix/7663063857.html
False	https://columbia.craigslist.org/grd/d/swansea-german-shepard-an-pitbull-mix/7663063857.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-pitbull-puppies/7663079037.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-pitbull-puppies/7663079037.html
True	https://pensacola.craigslist.org/for/d/pensacola-exotic-bullies/7662138482.html
True	https://pensacola.craigslist.org/for/d/pensacola-exotic-bullies/7662138482.html
False	https://athensga.craigslist.org/grd/d/winterville-american-bullies/7662904051.html
False	https://athensga.craigslist.org/grd/d/winterville-american-bullies/7662904051.html
True	https://bham.craigslist.org/for/d/lincoln-bully/7662904846.html
True	https://bham.craigslist.org/for/d/lincoln-bully/7662904846.html
True	https://jacksonville.craigslist.org/wan/d/doctors-inlet-rehoming-pit-bull/7655660476.html
True	https://jacksonville.craigslist.org/wan/d/doctors-inlet-rehoming-pit-bull/7655660476.html
True	https://pensacola.craigslist.org/for/d/pensacola-exotic-bullies/7662716729.html
True	https://pensacola.craigslist.org/for/d/pensacola-exotic-bullies/7662716729.html
True	https://columbia.craigslist.org/for/d/columbia-pitbull-lab-puppy-mix/7662696038.html
True	https://columbia.craigslist.org/for/d/columbia-pitbull-lab-puppy-mix/7662696038.html
True	https://montgomery.craigslist.org/for/d/moody-american-bullies-puppies/7662662548.html
True	https://montgomery.craigslist.org/for/d/moody-american-bullies-puppies/7662662548.html
False	https://atlanta.craigslist.org/atl/for/d/tyrone-pitbull-year-old-dog-puppy-free/7656973427.html
False	https://atlanta.craigslist.org/atl/for/d/tyrone-pitbull-year-old-dog-puppy-free/7656973427.html
True	https://chattanooga.craigslist.org/for/d/chattanooga-pittbull-dog-for-sale/7662599407.html
True	https://chattanooga.craigslist.org/for/d/chattanooga-pittbull-dog-for-sale/7662599407.html
True	https://jacksonville.craigslist.org/wan/d/jacksonville-pit-bull/7655388598.html
True	https://jacksonville.craigslist.org/wan/d/jacksonville-pit-bull/7655388598.html
False	https://ocala.craigslist.org/for/d/eustis-pure-breed-red-nose-pitbull/7662447403.html
False	https://ocala.craigslist.org/for/d/eustis-pure-breed-red-nose-pitbull/7662447403.html
False	https://jacksonville.craigslist.org/for/d/jacksonville-pitbull-puppies/7662394846.html
False	https://jacksonville.craigslist.org/for/d/jacksonville-pitbull-puppies/7662394846.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7662111434.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7662111434.html
True	https://jacksonville.craigslist.org/for/d/jacksonville-american-pitbull-bullies/7655216195.html
True	https://jacksonville.craigslist.org/for/d/jacksonville-american-pitbull-bullies/7655216195.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-bullies/7661934884.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-bullies/7661934884.html
True	https://columbia.craigslist.org/pas/d/orangeburg-pit-bulls-for-sale/7661930954.html
False	https://atlanta.craigslist.org/atl/pas/d/lithonia-red-rednose-american-pit-bull/7661679206.html
True	https://atlanta.craigslist.org/atl/pas/d/rex-american-bullies-trained-and-ready/7660132755.html
True	https://huntsville.craigslist.org/pas/d/huntsville-2200-walk-dog-walking/7663418235.html
True	https://knoxville.craigslist.org/pas/d/clinton-pitbull-puppy-months-old/7656743059.html
False	https://bham.craigslist.org/pas/d/birmingham-boarding-training-for-the/7657947580.html
True	https://nashville.craigslist.org/pas/d/antioch-pet-sitter-house-sitter/7661923220.html
False	https://charlotte.craigslist.org/pas/d/charlotte-dog-walker-sitter-southpark/7655149204.html
True	https://montgomery.craigslist.org/pas/d/montgomery-american-bully-puppies/7664437500.html
False	https://albanyga.craigslist.org/pet/d/leesburg-pit-bull-mix-zoey/7664409327.html
True	https://albanyga.craigslist.org/pet/d/cordele-micro-bully/7654756034.html
False	https://greenville.craigslist.org/pet/d/anderson-pit-bull-puppies-razors-edge/7664446744.html
True	https://athensga.craigslist.org/pet/d/commerce-pit-bull-puppy/7664322235.html
True	https://atlanta.craigslist.org/sat/pet/d/hampton-bully-pit-bull/7659421725.html
False	https://columbia.craigslist.org/pet/d/lexington-lab-and-pitt-bull-pups/7663815919.html
False	https://chattanooga.craigslist.org/pet/d/chattanooga-blue-fawn-white-pit-bull/7663683757.html
True	https://okaloosa.craigslist.org/pet/d/milligan-10-week-american-pitbull/7663040887.html
False	https://pensacola.craigslist.org/pet/d/navarre-free-pit-bull-mix-puppies/7662342454.html
False	https://panamacity.craigslist.org/pet/d/fountain-american-pit-bull-puppies/7661022764.html
False	https://atlanta.craigslist.org/atl/pet/d/atlanta-free-year-pit-bull/7661963170.html
False	https://bham.craigslist.org/pet/d/bessemer-pit-bull/7657386354.html
False	https://atlanta.craigslist.org/nat/pet/d/acworth-full-blooded-pit-bull/7661907970.html
False	https://columbusga.craigslist.org/pet/d/fort-benning-all-white-pit-bull-puppy/7660693950.html
False	https://atlanta.craigslist.org/sat/pet/d/riverdale-pit-bull-pup/7659605618.html
False	https://pensacola.craigslist.org/pet/d/gulf-breeze-mixed-pit-bull-puppies-free/7658214871.html
False	https://greenville.craigslist.org/pet/d/greenville-pit-bull-mix/7657789681.html
False	https://gadsden.craigslist.org/pet/d/horton-pit-bull-male/7657596278.html
False	https://macon.craigslist.org/pet/d/warner-robins-german-shepherd-and-blue/7656889900.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-american-bullies-puppies/7664627042.html
False	https://athensga.craigslist.org/pet/d/athens-fawn-bully-pitbull-pups/7664596914.html
True	https://atlanta.craigslist.org/nat/pet/d/buford-pitbull-puppy/7664505877.html
True	https://atlanta.craigslist.org/nat/pet/d/flowery-branch-blue-pitbull/7662774882.html
False	https://ocala.craigslist.org/pet/d/dunnellon-rough-collie-pitbull-mix/7664385373.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-pitbull-pup/7662895863.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-rednose-pitbull-pup/7661606676.html
False	https://savannah.craigslist.org/pet/d/sylvania-pitbull-puppy-girl/7663426569.html
False	https://columbia.craigslist.org/pet/d/columbia-blue-nose-pitbulls-puppies/7660970994.html
True	https://atlanta.craigslist.org/wat/pet/d/powder-springs-red-nose-chocolate/7664271099.html
True	https://atlanta.craigslist.org/atl/pet/d/decatur-young-adult-american-bullies/7664235940.html
False	https://atlanta.craigslist.org/eat/pet/d/winder-pittbull/7664196907.html
True	https://atlanta.craigslist.org/nat/pet/d/marietta-month-old-pitbull-mutt-needs/7664134029.html
False	https://savannah.craigslist.org/pet/d/savannah-full-blooded-rednose-pitbull/7658119295.html
False	https://athensga.craigslist.org/pet/d/athens-great-pyrenees-pitbull-puppies/7662767486.html
False	https://atlanta.craigslist.org/nat/pet/d/smyrna-cute-blue-nose-pitbulls/7664086934.html
False	https://orlando.craigslist.org/pet/d/dunnellon-pitbull-puppies/7664082590.html
True	https://atlanta.craigslist.org/nat/pet/d/norcross-american-pitbull-terrier/7664038340.html
True	https://atlanta.craigslist.org/eat/pet/d/auburn-month-old-female-pit-bull-200/7656154128.html
False	https://columbia.craigslist.org/pet/d/columbia-pitbull-mix-adoption/7655710937.html
False	https://greenville.craigslist.org/pet/d/west-union-rednose-pitbull-puppy/7663841698.html
False	https://pensacola.craigslist.org/pet/d/pensacola-rehoming-my-pitbull/7663813567.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-american-bullies/7663810765.html
True	https://columbia.craigslist.org/pet/d/columbia-bully-pitbull/7663774374.html
False	https://greenville.craigslist.org/pet/d/anderson-yo-pitbull-pup-papers/7663760452.html
False	https://staugustine.craigslist.org/pet/d/palatka-pitbull-mix-with-husky/7663669154.html
False	https://savannah.craigslist.org/pet/d/savannah-pitbull-puppies/7661663436.html
False	https://greenville.craigslist.org/pet/d/anderson-beautiful-pitbulls-puppies/7661432881.html
False	https://columbusga.craigslist.org/pet/d/richland-pitbull-puppy/7661398332.html
False	https://jacksonville.craigslist.org/pet/d/middleburg-blue-nose-pit-bull/7655933121.html
False	https://atlanta.craigslist.org/atl/pet/d/fairmount-year-old-pitbull-needs/7663312164.html
True	https://ocala.craigslist.org/pet/d/ocala-pocket-bullies-for-sale/7663264384.html
True	https://atlanta.craigslist.org/atl/pet/d/duluth-years-old-blue-pitbull-akc/7660680194.html
False	https://ocala.craigslist.org/pet/d/ocala-pitbull-pups/7663227128.html
False	https://greenville.craigslist.org/pet/d/greenville-full-blooded-pitbull/7663106484.html
False	https://jacksonville.craigslist.org/pet/d/atlantic-beach-rehome-pitbull-terrier/7663094613.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-xl-bullies-females/7663004372.html
False	https://panamacity.craigslist.org/pet/d/bristol-dogs/7662885480.html
True	https://atlanta.craigslist.org/sat/pet/d/forest-park-bullies/7662797265.html
False	https://staugustine.craigslist.org/pet/d/saint-augustine-gorgeous-blue-pitbull/7662728640.html
True	https://pensacola.craigslist.org/pet/d/pensacola-exotic-bullies/7662409735.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-beautiful-brindle-male/7662401000.html
True	https://columbia.craigslist.org/pas/d/orangeburg-pit-bulls-for-sale/7661930954.html
False	https://atlanta.craigslist.org/atl/pas/d/lithonia-red-rednose-american-pit-bull/7661679206.html
True	https://mobile.craigslist.org/pas/d/foley-xl-american-pit-bull-puppies/7659999552.html
True	https://atlanta.craigslist.org/atl/pas/d/rex-american-bullies-trained-and-ready/7660132755.html
False	https://bham.craigslist.org/pas/d/birmingham-boarding-training-for-the/7657947580.html
True	https://montgomery.craigslist.org/pas/d/montgomery-american-bully-puppies/7664437500.html
True	https://atlanta.craigslist.org/sat/pet/d/hampton-bully-pit-bull/7659421725.html
False	https://atlanta.craigslist.org/atl/pet/d/atlanta-free-year-pit-bull/7661963170.html
False	https://atlanta.craigslist.org/nat/pet/d/acworth-full-blooded-pit-bull/7661907970.html
False	https://atlanta.craigslist.org/sat/pet/d/riverdale-pit-bull-pup/7659605618.html
True	https://atlanta.craigslist.org/nat/pet/d/buford-pitbull-puppy/7664505877.html
True	https://atlanta.craigslist.org/nat/pet/d/flowery-branch-blue-pitbull/7662774882.html
True	https://atlanta.craigslist.org/wat/pet/d/powder-springs-red-nose-chocolate/7664271099.html
True	https://atlanta.craigslist.org/atl/pet/d/decatur-young-adult-american-bullies/7664235940.html
False	https://atlanta.craigslist.org/eat/pet/d/winder-pittbull/7664196907.html
True	https://atlanta.craigslist.org/nat/pet/d/marietta-month-old-pitbull-mutt-needs/7664134029.html
False	https://atlanta.craigslist.org/nat/pet/d/smyrna-cute-blue-nose-pitbulls/7664086934.html
True	https://atlanta.craigslist.org/nat/pet/d/norcross-american-pitbull-terrier/7664038340.html
True	https://atlanta.craigslist.org/eat/pet/d/auburn-month-old-female-pit-bull-200/7656154128.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-american-bullies/7663810765.html
False	https://atlanta.craigslist.org/atl/pet/d/fairmount-year-old-pitbull-needs/7663312164.html
True	https://atlanta.craigslist.org/atl/pet/d/duluth-years-old-blue-pitbull-akc/7660680194.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-xl-bullies-females/7663004372.html
True	https://atlanta.craigslist.org/sat/pet/d/forest-park-bullies/7662797265.html
True	https://atlanta.craigslist.org/sat/pet/d/atlanta-pitbull-puppy/7662356569.html
False	https://atlanta.craigslist.org/wat/pet/d/douglasville-rehoming-pitbull-puppies/7660841037.html
True	https://atlanta.craigslist.org/nat/pet/d/marietta-micro-bullies/7661946579.html
False	https://atlanta.craigslist.org/atl/pet/d/rex-american-bullies/7661282874.html
False	https://atlanta.craigslist.org/atl/pet/d/temple-american-pitbull-terrior-350/7660281252.html
True	https://atlanta.craigslist.org/atl/pet/d/snellville-american-pitbull-terrier/7659192712.html
True	https://atlanta.craigslist.org/atl/pet/d/hampton-pitbull-puppy-free-to-good-home/7659171527.html
True	https://atlanta.craigslist.org/sat/pet/d/hampton-pocket-american-bully-puppies/7654909901.html
False	https://atlanta.craigslist.org/atl/pet/d/smyrna-pitbull/7658602313.html
False	https://atlanta.craigslist.org/sat/pet/d/lagrange-standard-pitbull-puppies/7658565054.html
False	https://atlanta.craigslist.org/wat/pet/d/douglasville-looking-to-rehome/7663509456.html
False	https://atlanta.craigslist.org/atl/pet/d/gainesville-female-pitbull/7658492979.html
True	https://atlanta.craigslist.org/atl/pet/d/gainesville-available-pocket-bullies/7657948142.html
False	https://atlanta.craigslist.org/nat/pet/d/marietta-found-black-white-pitbull/7657652593.html
False	https://atlanta.craigslist.org/nat/pet/d/lawrenceville-pitbull-female/7657629038.html
True	https://atlanta.craigslist.org/eat/pet/d/covington-bullies-looking-for-new-homes/7647077944.html
True	https://atlanta.craigslist.org/atl/pet/d/atlanta-micro-bullies/7657453317.html
True	https://atlanta.craigslist.org/atl/pet/d/marietta-abkc-micro-bullies/7657291847.html
False	https://atlanta.craigslist.org/eat/pet/d/loganville-pitbull-puppy/7657291203.html
True	https://atlanta.craigslist.org/eat/pet/d/lawrenceville-pitbull/7657151846.html
True	https://atlanta.craigslist.org/eat/pet/d/winder-bullies/7656779207.html
False	https://atlanta.craigslist.org/wat/pet/d/austell-pitbull/7656381315.html
True	https://atlanta.craigslist.org/atl/pet/d/atlanta-micro-bullies/7656192605.html
True	https://atlanta.craigslist.org/nat/pet/d/gainesville-red-nose-pitbull/7655914612.html
False	https://atlanta.craigslist.org/atl/pet/d/conyers-puppies-pitbull/7655871012.html
False	https://atlanta.craigslist.org/sat/pet/d/rex-found-pup/7658644595.html
False	https://atlanta.craigslist.org/eat/pet/d/pine-lake-pitbull-puppys-with-rehoming/7648373310.html
False	https://atlanta.craigslist.org/nat/pet/d/snellville-rehoming-month-old-blue-nose/7654603795.html
False	https://atlanta.craigslist.org/atl/pet/d/atlanta-ready-for-good-home-chocolate/7654433498.html
False	https://atlanta.craigslist.org/wat/pet/d/powder-springs-needs-forever-home-yr/7654316191.html
False	https://atlanta.craigslist.org/eat/pet/d/norcross-pitbull-american-bull-dog-mixed/7654133090.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-xl-bullies/7653895534.html
True	https://atlanta.craigslist.org/atl/pet/d/atlanta-female-bully/7664321698.html
True	https://atlanta.craigslist.org/eat/pet/d/lithonia-rehoming-lilac-tri/7663982764.html
False	https://atlanta.craigslist.org/sat/pet/d/senoia-pitsky-puppies/7663537794.html
False	https://atlanta.craigslist.org/nat/pet/d/stockbridge-bully-pits-in-need-of-home/7663535781.html
False	https://atlanta.craigslist.org/eat/pet/d/lawrenceville-pure-bred-pitfall-years/7662727665.html
